Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,20:25:37,0.144
12/4/2022,20:25:38,0.181
12/4/2022,20:25:39,0.195
12/4/2022,20:25:40,0.195
12/4/2022,20:25:41,0.153
12/4/2022,20:25:42,0.147
12/4/2022,20:25:43,0.174
12/4/2022,20:25:44,0.169
12/4/2022,20:25:45,0.145
12/4/2022,20:25:46,0.128
12/4/2022,20:25:47,0.147
12/4/2022,20:25:48,0.129
12/4/2022,20:25:49,0.15
12/4/2022,20:25:50,0.145
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,21:24:51,0.234
12/4/2022,21:24:52,0.221
12/4/2022,21:24:53,0.228
12/4/2022,21:24:54,0.259
12/4/2022,21:24:55,0.216
12/4/2022,21:24:56,0.224
12/4/2022,21:24:57,0.21
12/4/2022,21:24:58,0.218
12/4/2022,21:24:59,0.23
12/4/2022,21:25:00,0.22
12/4/2022,21:25:01,0.214
12/4/2022,21:25:02,0.222
12/4/2022,21:25:03,0.236
12/4/2022,21:25:04,0.226
12/4/2022,21:25:05,0.226
12/4/2022,21:25:06,0.221
12/4/2022,21:25:07,0.224
12/4/2022,21:25:08,0.218
12/4/2022,21:25:09,0.215
12/4/2022,21:25:10,0.252
12/4/2022,21:25:11,0.223
12/4/2022,21:25:12,0.244
12/4/2022,21:25:13,0.209
12/4/2022,21:25:14,0.207
12/4/2022,21:25:15,0.216
12/4/2022,21:25:16,0.232
12/4/2022,21:25:17,0.23
12/4/2022,21:25:18,0.221
12/4/2022,21:25:19,0.21
12/4/2022,21:25:20,0.236
12/4/2022,21:25:21,0.236
12/4/2022,21:25:22,0.241
12/4/2022,21:25:23,0.218
12/4/2022,21:25:24,0.223
12/4/2022,21:25:25,0.228
12/4/2022,21:25:26,0.209
12/4/2022,21:25:27,0.216
12/4/2022,21:25:28,0.198
12/4/2022,21:25:29,0.2
12/4/2022,21:25:30,0.253
12/4/2022,21:25:31,0.202
12/4/2022,21:25:32,0.216
12/4/2022,21:25:33,0.222
12/4/2022,21:25:34,0.235
12/4/2022,21:25:35,0.226
12/4/2022,21:25:36,0.249
12/4/2022,21:25:37,0.236
12/4/2022,21:25:38,0.277
12/4/2022,21:25:39,0.218
12/4/2022,21:25:40,0.228
12/4/2022,21:25:41,0.23
12/4/2022,21:25:42,0.267
12/4/2022,21:25:43,0.249
12/4/2022,21:25:44,0.251
12/4/2022,21:25:45,0.239
12/4/2022,21:25:46,0.23
12/4/2022,21:25:47,0.254
12/4/2022,21:25:48,0.226
12/4/2022,21:25:49,0.231
12/4/2022,21:25:50,0.224
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,22:24:51,0.153
12/4/2022,22:24:52,0.179
12/4/2022,22:24:53,0.174
12/4/2022,22:24:54,0.148
12/4/2022,22:24:55,0.155
12/4/2022,22:24:56,0.152
12/4/2022,22:24:57,0.177
12/4/2022,22:24:58,0.186
12/4/2022,22:24:59,0.175
12/4/2022,22:25:00,0.174
12/4/2022,22:25:01,0.171
12/4/2022,22:25:02,0.146
12/4/2022,22:25:03,0.147
12/4/2022,22:25:04,0.169
12/4/2022,22:25:05,0.148
12/4/2022,22:25:06,0.133
12/4/2022,22:25:07,0.124
12/4/2022,22:25:08,0.153
12/4/2022,22:25:09,0.151
12/4/2022,22:25:10,0.157
12/4/2022,22:25:11,0.184
12/4/2022,22:25:12,0.13
12/4/2022,22:25:13,0.169
12/4/2022,22:25:14,0.151
12/4/2022,22:25:15,0.143
12/4/2022,22:25:16,0.153
12/4/2022,22:25:17,0.176
12/4/2022,22:25:18,0.185
12/4/2022,22:25:19,0.155
12/4/2022,22:25:20,0.16
12/4/2022,22:25:21,0.144
12/4/2022,22:25:22,0.128
12/4/2022,22:25:23,0.132
12/4/2022,22:25:24,0.158
12/4/2022,22:25:25,0.124
12/4/2022,22:25:26,0.156
12/4/2022,22:25:27,0.149
12/4/2022,22:25:28,0.122
12/4/2022,22:25:29,0.144
12/4/2022,22:25:30,0.137
12/4/2022,22:25:31,0.16
12/4/2022,22:25:32,0.174
12/4/2022,22:25:33,0.188
12/4/2022,22:25:34,0.168
12/4/2022,22:25:35,0.161
12/4/2022,22:25:36,0.197
12/4/2022,22:25:37,0.164
12/4/2022,22:25:38,0.161
12/4/2022,22:25:39,0.164
12/4/2022,22:25:40,0.158
12/4/2022,22:25:41,0.124
12/4/2022,22:25:42,0.143
12/4/2022,22:25:43,0.131
12/4/2022,22:25:44,0.142
12/4/2022,22:25:45,0.132
12/4/2022,22:25:46,0.133
12/4/2022,22:25:47,0.163
12/4/2022,22:25:48,0.135
12/4/2022,22:25:49,0.146
12/4/2022,22:25:50,0.149
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,23:24:51,0.117
12/4/2022,23:24:52,0.11
12/4/2022,23:24:53,0.094
12/4/2022,23:24:54,0.106
12/4/2022,23:24:55,0.107
12/4/2022,23:24:56,0.127
12/4/2022,23:24:57,0.11
12/4/2022,23:24:58,0.121
12/4/2022,23:24:59,0.101
12/4/2022,23:25:00,0.108
12/4/2022,23:25:01,0.102
12/4/2022,23:25:02,0.123
12/4/2022,23:25:03,0.113
12/4/2022,23:25:04,0.113
12/4/2022,23:25:05,0.12
12/4/2022,23:25:06,0.111
12/4/2022,23:25:07,0.118
12/4/2022,23:25:08,0.135
12/4/2022,23:25:09,0.12
12/4/2022,23:25:10,0.114
12/4/2022,23:25:11,0.134
12/4/2022,23:25:12,0.123
12/4/2022,23:25:13,0.106
12/4/2022,23:25:14,0.084
12/4/2022,23:25:15,0.103
12/4/2022,23:25:16,0.098
12/4/2022,23:25:17,0.088
12/4/2022,23:25:18,0.09
12/4/2022,23:25:19,0.103
12/4/2022,23:25:20,0.101
12/4/2022,23:25:21,0.138
12/4/2022,23:25:22,0.112
12/4/2022,23:25:23,0.08
12/4/2022,23:25:24,0.094
12/4/2022,23:25:25,0.092
12/4/2022,23:25:26,0.099
12/4/2022,23:25:27,0.077
12/4/2022,23:25:28,0.078
12/4/2022,23:25:29,0.09
12/4/2022,23:25:30,0.078
12/4/2022,23:25:31,0.083
12/4/2022,23:25:32,0.12
12/4/2022,23:25:33,0.084
12/4/2022,23:25:34,0.078
12/4/2022,23:25:35,0.088
12/4/2022,23:25:36,0.093
12/4/2022,23:25:37,0.126
12/4/2022,23:25:38,0.088
12/4/2022,23:25:39,0.111
12/4/2022,23:25:40,0.126
12/4/2022,23:25:41,0.101
12/4/2022,23:25:42,0.097
12/4/2022,23:25:43,0.098
12/4/2022,23:25:44,0.11
12/4/2022,23:25:45,0.117
12/4/2022,23:25:46,0.093
12/4/2022,23:25:47,0.103
12/4/2022,23:25:48,0.099
12/4/2022,23:25:49,0.125
12/4/2022,23:25:50,0.114
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,0:24:51,0.088
12/5/2022,0:24:52,0.075
12/5/2022,0:24:53,0.089
12/5/2022,0:24:54,0.08
12/5/2022,0:24:55,0.081
12/5/2022,0:24:56,0.081
12/5/2022,0:24:57,0.078
12/5/2022,0:24:58,0.074
12/5/2022,0:24:59,0.078
12/5/2022,0:25:00,0.081
12/5/2022,0:25:01,0.07
12/5/2022,0:25:02,0.106
12/5/2022,0:25:03,0.095
12/5/2022,0:25:04,0.099
12/5/2022,0:25:05,0.069
12/5/2022,0:25:06,0.107
12/5/2022,0:25:07,0.109
12/5/2022,0:25:08,0.095
12/5/2022,0:25:09,0.097
12/5/2022,0:25:10,0.089
12/5/2022,0:25:11,0.104
12/5/2022,0:25:12,0.101
12/5/2022,0:25:13,0.09
12/5/2022,0:25:14,0.102
12/5/2022,0:25:15,0.118
12/5/2022,0:25:16,0.091
12/5/2022,0:25:17,0.112
12/5/2022,0:25:18,0.124
12/5/2022,0:25:19,0.178
12/5/2022,0:25:20,0.105
12/5/2022,0:25:21,0.096
12/5/2022,0:25:22,0.095
12/5/2022,0:25:23,0.097
12/5/2022,0:25:24,0.101
12/5/2022,0:25:25,0.09
12/5/2022,0:25:26,0.107
12/5/2022,0:25:27,0.086
12/5/2022,0:25:28,0.093
12/5/2022,0:25:29,0.097
12/5/2022,0:25:30,0.082
12/5/2022,0:25:31,0.087
12/5/2022,0:25:32,0.094
12/5/2022,0:25:33,0.093
12/5/2022,0:25:34,0.056
12/5/2022,0:25:35,0.073
12/5/2022,0:25:36,0.076
12/5/2022,0:25:37,0.074
12/5/2022,0:25:38,0.088
12/5/2022,0:25:39,0.08
12/5/2022,0:25:40,0.071
12/5/2022,0:25:41,0.079
12/5/2022,0:25:42,0.087
12/5/2022,0:25:43,0.083
12/5/2022,0:25:44,0.086
12/5/2022,0:25:45,0.094
12/5/2022,0:25:46,0.088
12/5/2022,0:25:47,0.087
12/5/2022,0:25:48,0.094
12/5/2022,0:25:49,0.086
12/5/2022,0:25:50,0.096
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,1:24:52,0.084
12/5/2022,1:24:53,0.073
12/5/2022,1:24:54,0.105
12/5/2022,1:24:55,0.09
12/5/2022,1:24:56,0.109
12/5/2022,1:24:57,0.098
12/5/2022,1:24:58,0.114
12/5/2022,1:24:59,0.109
12/5/2022,1:25:00,0.116
12/5/2022,1:25:01,0.088
12/5/2022,1:25:02,0.083
12/5/2022,1:25:03,0.084
12/5/2022,1:25:04,0.073
12/5/2022,1:25:05,0.075
12/5/2022,1:25:06,0.076
12/5/2022,1:25:07,0.081
12/5/2022,1:25:08,0.112
12/5/2022,1:25:09,0.092
12/5/2022,1:25:10,0.094
12/5/2022,1:25:11,0.115
12/5/2022,1:25:12,0.104
12/5/2022,1:25:13,0.116
12/5/2022,1:25:14,0.109
12/5/2022,1:25:15,0.093
12/5/2022,1:25:16,0.081
12/5/2022,1:25:17,0.08
12/5/2022,1:25:18,0.085
12/5/2022,1:25:19,0.089
12/5/2022,1:25:20,0.073
12/5/2022,1:25:21,0.107
12/5/2022,1:25:22,0.092
12/5/2022,1:25:23,0.103
12/5/2022,1:25:24,0.098
12/5/2022,1:25:25,0.114
12/5/2022,1:25:26,0.11
12/5/2022,1:25:27,0.099
12/5/2022,1:25:28,0.097
12/5/2022,1:25:29,0.086
12/5/2022,1:25:30,0.081
12/5/2022,1:25:31,0.09
12/5/2022,1:25:32,0.074
12/5/2022,1:25:33,0.102
12/5/2022,1:25:34,0.101
12/5/2022,1:25:35,0.091
12/5/2022,1:25:36,0.123
12/5/2022,1:25:37,0.101
12/5/2022,1:25:38,0.14
12/5/2022,1:25:39,0.098
12/5/2022,1:25:40,0.096
12/5/2022,1:25:41,0.101
12/5/2022,1:25:42,0.094
12/5/2022,1:25:43,0.098
12/5/2022,1:25:44,0.114
12/5/2022,1:25:45,0.09
12/5/2022,1:25:46,0.092
12/5/2022,1:25:47,0.112
12/5/2022,1:25:48,0.099
12/5/2022,1:25:49,0.099
12/5/2022,1:25:50,0.1
12/5/2022,1:25:51,0.097
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,2:24:52,0.06
12/5/2022,2:24:53,0.064
12/5/2022,2:24:54,0.057
12/5/2022,2:24:55,0.058
12/5/2022,2:24:56,0.052
12/5/2022,2:24:57,0.059
12/5/2022,2:24:58,0.052
12/5/2022,2:24:59,0.065
12/5/2022,2:25:00,0.061
12/5/2022,2:25:01,0.071
12/5/2022,2:25:02,0.078
12/5/2022,2:25:03,0.083
12/5/2022,2:25:04,0.069
12/5/2022,2:25:05,0.077
12/5/2022,2:25:06,0.094
12/5/2022,2:25:07,0.074
12/5/2022,2:25:08,0.084
12/5/2022,2:25:09,0.073
12/5/2022,2:25:10,0.075
12/5/2022,2:25:11,0.083
12/5/2022,2:25:12,0.079
12/5/2022,2:25:13,0.092
12/5/2022,2:25:14,0.084
12/5/2022,2:25:15,0.076
12/5/2022,2:25:16,0.076
12/5/2022,2:25:17,0.102
12/5/2022,2:25:18,0.074
12/5/2022,2:25:19,0.091
12/5/2022,2:25:20,0.079
12/5/2022,2:25:21,0.069
12/5/2022,2:25:22,0.076
12/5/2022,2:25:23,0.062
12/5/2022,2:25:24,0.049
12/5/2022,2:25:25,0.07
12/5/2022,2:25:26,0.059
12/5/2022,2:25:27,0.066
12/5/2022,2:25:28,0.05
12/5/2022,2:25:29,0.056
12/5/2022,2:25:30,0.044
12/5/2022,2:25:31,0.058
12/5/2022,2:25:32,0.043
12/5/2022,2:25:33,0.054
12/5/2022,2:25:34,0.063
12/5/2022,2:25:35,0.053
12/5/2022,2:25:36,0.067
12/5/2022,2:25:37,0.066
12/5/2022,2:25:38,0.056
12/5/2022,2:25:39,0.058
12/5/2022,2:25:40,0.061
12/5/2022,2:25:41,0.065
12/5/2022,2:25:42,0.072
12/5/2022,2:25:43,0.066
12/5/2022,2:25:44,0.094
12/5/2022,2:25:45,0.088
12/5/2022,2:25:46,0.072
12/5/2022,2:25:47,0.069
12/5/2022,2:25:48,0.086
12/5/2022,2:25:49,0.09
12/5/2022,2:25:50,0.106
12/5/2022,2:25:51,0.1
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,3:24:52,0.066
12/5/2022,3:24:53,0.068
12/5/2022,3:24:54,0.064
12/5/2022,3:24:55,0.063
12/5/2022,3:24:56,0.076
12/5/2022,3:24:57,0.074
12/5/2022,3:24:58,0.074
12/5/2022,3:24:59,0.057
12/5/2022,3:25:00,0.064
12/5/2022,3:25:01,0.063
12/5/2022,3:25:02,0.098
12/5/2022,3:25:03,0.048
12/5/2022,3:25:04,0.048
12/5/2022,3:25:05,0.049
12/5/2022,3:25:06,0.048
12/5/2022,3:25:07,0.054
12/5/2022,3:25:08,0.059
12/5/2022,3:25:09,0.052
12/5/2022,3:25:10,0.069
12/5/2022,3:25:11,0.079
12/5/2022,3:25:12,0.07
12/5/2022,3:25:13,0.085
12/5/2022,3:25:14,0.076
12/5/2022,3:25:15,0.073
12/5/2022,3:25:16,0.076
12/5/2022,3:25:17,0.069
12/5/2022,3:25:18,0.067
12/5/2022,3:25:19,0.055
12/5/2022,3:25:20,0.059
12/5/2022,3:25:21,0.053
12/5/2022,3:25:22,0.048
12/5/2022,3:25:23,0.046
12/5/2022,3:25:24,0.054
12/5/2022,3:25:25,0.052
12/5/2022,3:25:26,0.052
12/5/2022,3:25:27,0.084
12/5/2022,3:25:28,0.063
12/5/2022,3:25:29,0.088
12/5/2022,3:25:30,0.085
12/5/2022,3:25:31,0.076
12/5/2022,3:25:32,0.065
12/5/2022,3:25:33,0.064
12/5/2022,3:25:34,0.054
12/5/2022,3:25:35,0.059
12/5/2022,3:25:36,0.043
12/5/2022,3:25:37,0.047
12/5/2022,3:25:38,0.074
12/5/2022,3:25:39,0.057
12/5/2022,3:25:40,0.059
12/5/2022,3:25:41,0.059
12/5/2022,3:25:42,0.065
12/5/2022,3:25:43,0.09
12/5/2022,3:25:44,0.078
12/5/2022,3:25:45,0.075
12/5/2022,3:25:46,0.06
12/5/2022,3:25:47,0.055
12/5/2022,3:25:48,0.06
12/5/2022,3:25:49,0.056
12/5/2022,3:25:50,0.058
12/5/2022,3:25:51,0.038
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,4:24:52,0.08
12/5/2022,4:24:53,0.068
12/5/2022,4:24:54,0.08
12/5/2022,4:24:55,0.122
12/5/2022,4:24:56,0.067
12/5/2022,4:24:57,0.07
12/5/2022,4:24:58,0.069
12/5/2022,4:24:59,0.042
12/5/2022,4:25:00,0.046
12/5/2022,4:25:01,0.054
12/5/2022,4:25:02,0.044
12/5/2022,4:25:03,0.049
12/5/2022,4:25:04,0.052
12/5/2022,4:25:05,0.053
12/5/2022,4:25:06,0.049
12/5/2022,4:25:07,0.045
12/5/2022,4:25:08,0.049
12/5/2022,4:25:09,0.046
12/5/2022,4:25:10,0.059
12/5/2022,4:25:11,0.051
12/5/2022,4:25:12,0.063
12/5/2022,4:25:13,0.057
12/5/2022,4:25:14,0.06
12/5/2022,4:25:15,0.066
12/5/2022,4:25:16,0.079
12/5/2022,4:25:17,0.074
12/5/2022,4:25:18,0.079
12/5/2022,4:25:19,0.061
12/5/2022,4:25:20,0.094
12/5/2022,4:25:21,0.078
12/5/2022,4:25:22,0.074
12/5/2022,4:25:23,0.076
12/5/2022,4:25:24,0.082
12/5/2022,4:25:25,0.078
12/5/2022,4:25:26,0.086
12/5/2022,4:25:27,0.075
12/5/2022,4:25:28,0.072
12/5/2022,4:25:29,0.082
12/5/2022,4:25:30,0.09
12/5/2022,4:25:31,0.07
12/5/2022,4:25:32,0.083
12/5/2022,4:25:33,0.067
12/5/2022,4:25:34,0.069
12/5/2022,4:25:35,0.078
12/5/2022,4:25:36,0.078
12/5/2022,4:25:37,0.066
12/5/2022,4:25:38,0.066
12/5/2022,4:25:39,0.071
12/5/2022,4:25:40,0.063
12/5/2022,4:25:41,0.07
12/5/2022,4:25:42,0.061
12/5/2022,4:25:43,0.071
12/5/2022,4:25:44,0.068
12/5/2022,4:25:45,0.066
12/5/2022,4:25:46,0.071
12/5/2022,4:25:47,0.064
12/5/2022,4:25:48,0.086
12/5/2022,4:25:49,0.062
12/5/2022,4:25:50,0.067
12/5/2022,4:25:51,0.052
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,5:24:52,0.064
12/5/2022,5:24:53,0.055
12/5/2022,5:24:54,0.057
12/5/2022,5:24:55,0.045
12/5/2022,5:24:56,0.059
12/5/2022,5:24:57,0.096
12/5/2022,5:24:58,0.075
12/5/2022,5:24:59,0.076
12/5/2022,5:25:00,0.07
12/5/2022,5:25:01,0.068
12/5/2022,5:25:02,0.068
12/5/2022,5:25:03,0.075
12/5/2022,5:25:04,0.089
12/5/2022,5:25:05,0.085
12/5/2022,5:25:06,0.086
12/5/2022,5:25:07,0.083
12/5/2022,5:25:08,0.105
12/5/2022,5:25:09,0.079
12/5/2022,5:25:10,0.075
12/5/2022,5:25:11,0.08
12/5/2022,5:25:12,0.092
12/5/2022,5:25:13,0.07
12/5/2022,5:25:14,0.074
12/5/2022,5:25:15,0.064
12/5/2022,5:25:16,0.059
12/5/2022,5:25:17,0.061
12/5/2022,5:25:18,0.142
12/5/2022,5:25:19,0.07
12/5/2022,5:25:20,0.076
12/5/2022,5:25:21,0.051
12/5/2022,5:25:22,0.053
12/5/2022,5:25:23,0.061
12/5/2022,5:25:24,0.077
12/5/2022,5:25:25,0.074
12/5/2022,5:25:26,0.077
12/5/2022,5:25:27,0.083
12/5/2022,5:25:28,0.081
12/5/2022,5:25:29,0.089
12/5/2022,5:25:30,0.074
12/5/2022,5:25:31,0.09
12/5/2022,5:25:32,0.076
12/5/2022,5:25:33,0.074
12/5/2022,5:25:34,0.085
12/5/2022,5:25:35,0.071
12/5/2022,5:25:36,0.081
12/5/2022,5:25:37,0.074
12/5/2022,5:25:38,0.066
12/5/2022,5:25:39,0.094
12/5/2022,5:25:40,0.061
12/5/2022,5:25:41,0.059
12/5/2022,5:25:42,0.06
12/5/2022,5:25:43,0.058
12/5/2022,5:25:44,0.049
12/5/2022,5:25:45,0.054
12/5/2022,5:25:46,0.048
12/5/2022,5:25:47,0.066
12/5/2022,5:25:48,0.05
12/5/2022,5:25:49,0.055
12/5/2022,5:25:50,0.06
12/5/2022,5:25:51,0.068
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,6:24:52,0.073
12/5/2022,6:24:53,0.083
12/5/2022,6:24:54,0.076
12/5/2022,6:24:55,0.056
12/5/2022,6:24:56,0.08
12/5/2022,6:24:57,0.065
12/5/2022,6:24:58,0.064
12/5/2022,6:24:59,0.051
12/5/2022,6:25:00,0.053
12/5/2022,6:25:01,0.046
12/5/2022,6:25:02,0.048
12/5/2022,6:25:03,0.073
12/5/2022,6:25:04,0.055
12/5/2022,6:25:05,0.035
12/5/2022,6:25:06,0.05
12/5/2022,6:25:07,0.064
12/5/2022,6:25:08,0.049
12/5/2022,6:25:09,0.058
12/5/2022,6:25:10,0.044
12/5/2022,6:25:11,0.058
12/5/2022,6:25:12,0.056
12/5/2022,6:25:13,0.049
12/5/2022,6:25:14,0.046
12/5/2022,6:25:15,0.073
12/5/2022,6:25:16,0.053
12/5/2022,6:25:17,0.062
12/5/2022,6:25:18,0.071
12/5/2022,6:25:19,0.063
12/5/2022,6:25:20,0.078
12/5/2022,6:25:21,0.107
12/5/2022,6:25:22,0.059
12/5/2022,6:25:23,0.067
12/5/2022,6:25:24,0.066
12/5/2022,6:25:25,0.09
12/5/2022,6:25:26,0.084
12/5/2022,6:25:27,0.08
12/5/2022,6:25:28,0.07
12/5/2022,6:25:29,0.073
12/5/2022,6:25:30,0.066
12/5/2022,6:25:31,0.077
12/5/2022,6:25:32,0.082
12/5/2022,6:25:33,0.072
12/5/2022,6:25:34,0.075
12/5/2022,6:25:35,0.058
12/5/2022,6:25:36,0.066
12/5/2022,6:25:37,0.073
12/5/2022,6:25:38,0.066
12/5/2022,6:25:39,0.057
12/5/2022,6:25:40,0.055
12/5/2022,6:25:41,0.047
12/5/2022,6:25:42,0.043
12/5/2022,6:25:43,0.051
12/5/2022,6:25:44,0.067
12/5/2022,6:25:45,0.079
12/5/2022,6:25:46,0.043
12/5/2022,6:25:47,0.041
12/5/2022,6:25:48,0.059
12/5/2022,6:25:49,0.045
12/5/2022,6:25:50,0.046
12/5/2022,6:25:51,0.044
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,7:24:52,0.035
12/5/2022,7:24:53,0.051
12/5/2022,7:24:54,0.037
12/5/2022,7:24:55,0.04
12/5/2022,7:24:56,0.041
12/5/2022,7:24:57,0.052
12/5/2022,7:24:58,0.044
12/5/2022,7:24:59,0.05
12/5/2022,7:25:00,0.038
12/5/2022,7:25:01,0.036
12/5/2022,7:25:02,0.035
12/5/2022,7:25:03,0.032
12/5/2022,7:25:04,0.049
12/5/2022,7:25:05,0.043
12/5/2022,7:25:06,0.053
12/5/2022,7:25:07,0.034
12/5/2022,7:25:08,0.046
12/5/2022,7:25:09,0.043
12/5/2022,7:25:10,0.052
12/5/2022,7:25:11,0.04
12/5/2022,7:25:12,0.045
12/5/2022,7:25:13,0.053
12/5/2022,7:25:14,0.051
12/5/2022,7:25:15,0.063
12/5/2022,7:25:16,0.068
12/5/2022,7:25:17,0.067
12/5/2022,7:25:18,0.058
12/5/2022,7:25:19,0.062
12/5/2022,7:25:20,0.072
12/5/2022,7:25:21,0.08
12/5/2022,7:25:22,0.059
12/5/2022,7:25:23,0.055
12/5/2022,7:25:24,0.06
12/5/2022,7:25:25,0.063
12/5/2022,7:25:26,0.051
12/5/2022,7:25:27,0.061
12/5/2022,7:25:28,0.061
12/5/2022,7:25:29,0.044
12/5/2022,7:25:30,0.042
12/5/2022,7:25:31,0.041
12/5/2022,7:25:32,0.035
12/5/2022,7:25:33,0.046
12/5/2022,7:25:34,0.053
12/5/2022,7:25:35,0.04
12/5/2022,7:25:36,0.038
12/5/2022,7:25:37,0.025
12/5/2022,7:25:38,0.038
12/5/2022,7:25:39,0.048
12/5/2022,7:25:40,0.038
12/5/2022,7:25:41,0.03
12/5/2022,7:25:42,0.036
12/5/2022,7:25:43,0.034
12/5/2022,7:25:44,0.032
12/5/2022,7:25:45,0.068
12/5/2022,7:25:46,0.031
12/5/2022,7:25:47,0.039
12/5/2022,7:25:48,0.043
12/5/2022,7:25:49,0.036
12/5/2022,7:25:50,0.039
12/5/2022,7:25:51,0.037
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,8:24:53,0.038
12/5/2022,8:24:54,0.025
12/5/2022,8:24:55,0.038
12/5/2022,8:24:56,0.036
12/5/2022,8:24:57,0.026
12/5/2022,8:24:58,0.026
12/5/2022,8:24:59,0.024
12/5/2022,8:25:00,0.043
12/5/2022,8:25:01,0.038
12/5/2022,8:25:02,0.047
12/5/2022,8:25:03,0.034
12/5/2022,8:25:04,0.039
12/5/2022,8:25:05,0.024
12/5/2022,8:25:06,0.033
12/5/2022,8:25:07,0.025
12/5/2022,8:25:08,0.033
12/5/2022,8:25:09,0.03
12/5/2022,8:25:10,0.037
12/5/2022,8:25:11,0.031
12/5/2022,8:25:12,0.028
12/5/2022,8:25:13,0.045
12/5/2022,8:25:14,0.021
12/5/2022,8:25:15,0.044
12/5/2022,8:25:16,0.036
12/5/2022,8:25:17,0.037
12/5/2022,8:25:18,0.048
12/5/2022,8:25:19,0.029
12/5/2022,8:25:20,0.042
12/5/2022,8:25:21,0.053
12/5/2022,8:25:22,0.074
12/5/2022,8:25:23,0.039
12/5/2022,8:25:24,0.064
12/5/2022,8:25:25,0.047
12/5/2022,8:25:26,0.051
12/5/2022,8:25:27,0.049
12/5/2022,8:25:28,0.056
12/5/2022,8:25:29,0.089
12/5/2022,8:25:30,0.049
12/5/2022,8:25:31,0.069
12/5/2022,8:25:32,0.066
12/5/2022,8:25:33,0.056
12/5/2022,8:25:34,0.058
12/5/2022,8:25:35,0.058
12/5/2022,8:25:36,0.05
12/5/2022,8:25:37,0.058
12/5/2022,8:25:38,0.06
12/5/2022,8:25:39,0.056
12/5/2022,8:25:40,0.073
12/5/2022,8:25:41,0.063
12/5/2022,8:25:42,0.054
12/5/2022,8:25:43,0.063
12/5/2022,8:25:44,0.052
12/5/2022,8:25:45,0.07
12/5/2022,8:25:46,0.062
12/5/2022,8:25:47,0.055
12/5/2022,8:25:48,0.06
12/5/2022,8:25:49,0.045
12/5/2022,8:25:50,0.048
12/5/2022,8:25:51,0.051
12/5/2022,8:25:52,0.071
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/5/2022,9:24:53,0.074
12/5/2022,9:24:54,0.068
12/5/2022,9:24:55,0.063
12/5/2022,9:24:56,0.095
12/5/2022,9:24:57,0.067
12/5/2022,9:24:58,0.088
12/5/2022,9:24:59,0.067
12/5/2022,9:25:00,0.082
12/5/2022,9:25:01,0.087
12/5/2022,9:25:02,0.098
12/5/2022,9:25:03,0.064
12/5/2022,9:25:04,0.077
12/5/2022,9:25:05,0.077
12/5/2022,9:25:06,0.066
12/5/2022,9:25:07,0.067
12/5/2022,9:25:08,0.061
12/5/2022,9:25:09,0.039
12/5/2022,9:25:10,0.053
12/5/2022,9:25:11,0.044
12/5/2022,9:25:12,0.043
12/5/2022,9:25:13,0.066
12/5/2022,9:25:14,0.055
12/5/2022,9:25:15,0.062
12/5/2022,9:25:16,0.066
12/5/2022,9:25:17,0.073
12/5/2022,9:25:18,0.062
12/5/2022,9:25:19,0.07
12/5/2022,9:25:20,0.074
12/5/2022,9:25:21,0.115
12/5/2022,9:25:22,0.085
12/5/2022,9:25:23,0.067
12/5/2022,9:25:24,0.083
12/5/2022,9:25:25,0.07
12/5/2022,9:25:26,0.073
12/5/2022,9:25:27,0.074
12/5/2022,9:25:28,0.065
12/5/2022,9:25:29,0.085
12/5/2022,9:25:30,0.081
12/5/2022,9:25:31,0.055
12/5/2022,9:25:32,0.07
12/5/2022,9:25:33,0.04
12/5/2022,9:25:34,0.042
12/5/2022,9:25:35,0.051
12/5/2022,9:25:36,0.052
12/5/2022,9:25:37,0.054
12/5/2022,9:25:38,0.058
12/5/2022,9:25:39,0.058
12/5/2022,9:25:40,0.168
12/5/2022,9:25:41,0.068
12/5/2022,9:25:42,0.066
12/5/2022,9:25:43,0.065
12/5/2022,9:25:44,0.083
12/5/2022,9:25:45,0.078
12/5/2022,9:25:46,0.077
12/5/2022,9:25:47,0.074
12/5/2022,9:25:48,0.072
12/5/2022,9:25:49,0.062
12/5/2022,9:25:50,0.071
12/5/2022,9:25:51,0.079
12/5/2022,9:25:52,0.059
Date,Time,MC
