Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,18:25:05,0.078
12/3/2022,18:25:06,0.09
12/3/2022,18:25:07,0.128
12/3/2022,18:25:08,0.151
12/3/2022,18:25:09,0.144
12/3/2022,18:25:10,0.128
12/3/2022,18:25:11,0.157
12/3/2022,18:25:12,0.214
12/3/2022,18:25:13,0.198
12/3/2022,18:25:14,0.14
12/3/2022,18:25:15,0.122
12/3/2022,18:25:16,0.124
12/3/2022,18:25:17,0.123
12/3/2022,18:25:18,0.119
12/3/2022,18:25:19,0.124
12/3/2022,18:25:20,0.09
12/3/2022,18:25:21,0.097
12/3/2022,18:25:22,0.102
12/3/2022,18:25:23,0.081
12/3/2022,18:25:24,0.097
12/3/2022,18:25:25,0.109
12/3/2022,18:25:26,0.105
12/3/2022,18:25:27,0.081
12/3/2022,18:25:28,0.064
12/3/2022,18:25:29,0.072
12/3/2022,18:25:30,0.06
12/3/2022,18:25:31,0.073
12/3/2022,18:25:32,0.074
12/3/2022,18:25:33,0.077
12/3/2022,18:25:34,0.062
12/3/2022,18:25:35,0.076
12/3/2022,18:25:36,0.068
12/3/2022,18:25:37,0.07
12/3/2022,18:25:38,0.081
12/3/2022,18:25:39,0.064
12/3/2022,18:25:40,0.071
12/3/2022,18:25:41,0.09
12/3/2022,18:25:42,0.077
12/3/2022,18:25:43,0.062
12/3/2022,18:25:44,0.075
12/3/2022,18:25:45,0.074
12/3/2022,18:25:46,0.062
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,19:24:47,0.135
12/3/2022,19:24:48,0.171
12/3/2022,19:24:49,0.123
12/3/2022,19:24:50,0.164
12/3/2022,19:24:51,0.148
12/3/2022,19:24:52,0.178
12/3/2022,19:24:53,0.154
12/3/2022,19:24:54,0.134
12/3/2022,19:24:55,0.158
12/3/2022,19:24:56,0.145
12/3/2022,19:24:57,0.15
12/3/2022,19:24:58,0.142
12/3/2022,19:24:59,0.134
12/3/2022,19:25:00,0.139
12/3/2022,19:25:01,0.127
12/3/2022,19:25:02,0.157
12/3/2022,19:25:03,0.134
12/3/2022,19:25:04,0.142
12/3/2022,19:25:05,0.112
12/3/2022,19:25:06,0.115
12/3/2022,19:25:07,0.111
12/3/2022,19:25:08,0.134
12/3/2022,19:25:09,0.136
12/3/2022,19:25:10,0.114
12/3/2022,19:25:11,0.125
12/3/2022,19:25:12,0.135
12/3/2022,19:25:13,0.123
12/3/2022,19:25:14,0.136
12/3/2022,19:25:15,0.198
12/3/2022,19:25:16,0.14
12/3/2022,19:25:17,0.121
12/3/2022,19:25:18,0.129
12/3/2022,19:25:19,0.13
12/3/2022,19:25:20,0.129
12/3/2022,19:25:21,0.13
12/3/2022,19:25:22,0.143
12/3/2022,19:25:23,0.135
12/3/2022,19:25:24,0.132
12/3/2022,19:25:25,0.132
12/3/2022,19:25:26,0.15
12/3/2022,19:25:27,0.115
12/3/2022,19:25:28,0.126
12/3/2022,19:25:29,0.124
12/3/2022,19:25:30,0.122
12/3/2022,19:25:31,0.131
12/3/2022,19:25:32,0.136
12/3/2022,19:25:33,0.117
12/3/2022,19:25:34,0.108
12/3/2022,19:25:35,0.136
12/3/2022,19:25:36,0.124
12/3/2022,19:25:37,0.127
12/3/2022,19:25:38,0.12
12/3/2022,19:25:39,0.111
12/3/2022,19:25:40,0.125
12/3/2022,19:25:41,0.138
12/3/2022,19:25:42,0.134
12/3/2022,19:25:43,0.114
12/3/2022,19:25:44,0.162
12/3/2022,19:25:45,0.149
12/3/2022,19:25:46,0.128
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,20:24:47,0.089
12/3/2022,20:24:48,0.088
12/3/2022,20:24:49,0.09
12/3/2022,20:24:50,0.097
12/3/2022,20:24:51,0.094
12/3/2022,20:24:52,0.091
12/3/2022,20:24:53,0.113
12/3/2022,20:24:54,0.09
12/3/2022,20:24:55,0.093
12/3/2022,20:24:56,0.094
12/3/2022,20:24:57,0.085
12/3/2022,20:24:58,0.087
12/3/2022,20:24:59,0.09
12/3/2022,20:25:00,0.089
12/3/2022,20:25:01,0.09
12/3/2022,20:25:02,0.093
12/3/2022,20:25:03,0.109
12/3/2022,20:25:04,0.096
12/3/2022,20:25:05,0.095
12/3/2022,20:25:06,0.114
12/3/2022,20:25:07,0.08
12/3/2022,20:25:08,0.085
12/3/2022,20:25:09,0.077
12/3/2022,20:25:10,0.094
12/3/2022,20:25:11,0.095
12/3/2022,20:25:12,0.08
12/3/2022,20:25:13,0.079
12/3/2022,20:25:14,0.102
12/3/2022,20:25:15,0.109
12/3/2022,20:25:16,0.088
12/3/2022,20:25:17,0.077
12/3/2022,20:25:18,0.102
12/3/2022,20:25:19,0.13
12/3/2022,20:25:20,0.09
12/3/2022,20:25:21,0.11
12/3/2022,20:25:22,0.1
12/3/2022,20:25:23,0.103
12/3/2022,20:25:24,0.09
12/3/2022,20:25:25,0.079
12/3/2022,20:25:26,0.069
12/3/2022,20:25:27,0.084
12/3/2022,20:25:28,0.087
12/3/2022,20:25:29,0.102
12/3/2022,20:25:30,0.093
12/3/2022,20:25:31,0.106
12/3/2022,20:25:32,0.098
12/3/2022,20:25:33,0.102
12/3/2022,20:25:34,0.121
12/3/2022,20:25:35,0.114
12/3/2022,20:25:36,0.134
12/3/2022,20:25:37,0.121
12/3/2022,20:25:38,0.124
12/3/2022,20:25:39,0.083
12/3/2022,20:25:40,0.096
12/3/2022,20:25:41,0.085
12/3/2022,20:25:42,0.105
12/3/2022,20:25:43,0.091
12/3/2022,20:25:44,0.095
12/3/2022,20:25:45,0.089
12/3/2022,20:25:46,0.082
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,21:24:48,0.126
12/3/2022,21:24:49,0.143
12/3/2022,21:24:50,0.121
12/3/2022,21:24:51,0.119
12/3/2022,21:24:52,0.115
12/3/2022,21:24:53,0.121
12/3/2022,21:24:54,0.126
12/3/2022,21:24:55,0.121
12/3/2022,21:24:56,0.116
12/3/2022,21:24:57,0.107
12/3/2022,21:24:58,0.084
12/3/2022,21:24:59,0.098
12/3/2022,21:25:00,0.078
12/3/2022,21:25:01,0.109
12/3/2022,21:25:02,0.08
12/3/2022,21:25:03,0.105
12/3/2022,21:25:04,0.093
12/3/2022,21:25:05,0.133
12/3/2022,21:25:06,0.119
12/3/2022,21:25:07,0.142
12/3/2022,21:25:08,0.137
12/3/2022,21:25:09,0.128
12/3/2022,21:25:10,0.141
12/3/2022,21:25:11,0.134
12/3/2022,21:25:12,0.116
12/3/2022,21:25:13,0.119
12/3/2022,21:25:14,0.126
12/3/2022,21:25:15,0.12
12/3/2022,21:25:16,0.11
12/3/2022,21:25:17,0.122
12/3/2022,21:25:18,0.11
12/3/2022,21:25:19,0.115
12/3/2022,21:25:20,0.107
12/3/2022,21:25:21,0.11
12/3/2022,21:25:22,0.132
12/3/2022,21:25:23,0.117
12/3/2022,21:25:24,0.114
12/3/2022,21:25:25,0.114
12/3/2022,21:25:26,0.105
12/3/2022,21:25:27,0.092
12/3/2022,21:25:28,0.105
12/3/2022,21:25:29,0.131
12/3/2022,21:25:30,0.116
12/3/2022,21:25:31,0.096
12/3/2022,21:25:32,0.137
12/3/2022,21:25:33,0.115
12/3/2022,21:25:34,0.091
12/3/2022,21:25:35,0.099
12/3/2022,21:25:36,0.109
12/3/2022,21:25:37,0.126
12/3/2022,21:25:38,0.156
12/3/2022,21:25:39,0.103
12/3/2022,21:25:40,0.115
12/3/2022,21:25:41,0.13
12/3/2022,21:25:42,0.141
12/3/2022,21:25:43,0.117
12/3/2022,21:25:44,0.143
12/3/2022,21:25:45,0.117
12/3/2022,21:25:46,0.146
12/3/2022,21:25:47,0.139
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,22:24:48,0.232
12/3/2022,22:24:49,0.23
12/3/2022,22:24:50,0.243
12/3/2022,22:24:51,0.22
12/3/2022,22:24:52,0.216
12/3/2022,22:24:53,0.207
12/3/2022,22:24:54,0.225
12/3/2022,22:24:55,0.234
12/3/2022,22:24:56,0.229
12/3/2022,22:24:57,0.246
12/3/2022,22:24:58,0.23
12/3/2022,22:24:59,0.186
12/3/2022,22:25:00,0.201
12/3/2022,22:25:01,0.236
12/3/2022,22:25:02,0.232
12/3/2022,22:25:03,0.196
12/3/2022,22:25:04,0.22
12/3/2022,22:25:05,0.218
12/3/2022,22:25:06,0.218
12/3/2022,22:25:07,0.217
12/3/2022,22:25:08,0.215
12/3/2022,22:25:09,0.212
12/3/2022,22:25:10,0.241
12/3/2022,22:25:11,0.201
12/3/2022,22:25:12,0.235
12/3/2022,22:25:13,0.227
12/3/2022,22:25:14,0.253
12/3/2022,22:25:15,0.225
12/3/2022,22:25:16,0.231
12/3/2022,22:25:17,0.211
12/3/2022,22:25:18,0.228
12/3/2022,22:25:19,0.227
12/3/2022,22:25:20,0.206
12/3/2022,22:25:21,0.244
12/3/2022,22:25:22,0.265
12/3/2022,22:25:23,0.266
12/3/2022,22:25:24,0.224
12/3/2022,22:25:25,0.235
12/3/2022,22:25:26,0.231
12/3/2022,22:25:27,0.223
12/3/2022,22:25:28,0.217
12/3/2022,22:25:29,0.228
12/3/2022,22:25:30,0.258
12/3/2022,22:25:31,0.214
12/3/2022,22:25:32,0.229
12/3/2022,22:25:33,0.221
12/3/2022,22:25:34,0.245
12/3/2022,22:25:35,0.229
12/3/2022,22:25:36,0.204
12/3/2022,22:25:37,0.238
12/3/2022,22:25:38,0.265
12/3/2022,22:25:39,0.222
12/3/2022,22:25:40,0.246
12/3/2022,22:25:41,0.218
12/3/2022,22:25:42,0.191
12/3/2022,22:25:43,0.229
12/3/2022,22:25:44,0.189
12/3/2022,22:25:45,0.228
12/3/2022,22:25:46,0.228
12/3/2022,22:25:47,0.203
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/3/2022,23:24:48,0.135
12/3/2022,23:24:49,0.117
12/3/2022,23:24:50,0.119
12/3/2022,23:24:51,0.119
12/3/2022,23:24:52,0.102
12/3/2022,23:24:53,0.13
12/3/2022,23:24:54,0.113
12/3/2022,23:24:55,0.121
12/3/2022,23:24:56,0.109
12/3/2022,23:24:57,0.117
12/3/2022,23:24:58,0.118
12/3/2022,23:24:59,0.094
12/3/2022,23:25:00,0.127
12/3/2022,23:25:01,0.104
12/3/2022,23:25:02,0.107
12/3/2022,23:25:03,0.099
12/3/2022,23:25:04,0.11
12/3/2022,23:25:05,0.091
12/3/2022,23:25:06,0.09
12/3/2022,23:25:07,0.101
12/3/2022,23:25:08,0.085
12/3/2022,23:25:09,0.075
12/3/2022,23:25:10,0.121
12/3/2022,23:25:11,0.087
12/3/2022,23:25:12,0.1
12/3/2022,23:25:13,0.094
12/3/2022,23:25:14,0.093
12/3/2022,23:25:15,0.099
12/3/2022,23:25:16,0.098
12/3/2022,23:25:17,0.112
12/3/2022,23:25:18,0.121
12/3/2022,23:25:19,0.104
12/3/2022,23:25:20,0.126
12/3/2022,23:25:21,0.109
12/3/2022,23:25:22,0.1
12/3/2022,23:25:23,0.115
12/3/2022,23:25:24,0.095
12/3/2022,23:25:25,0.102
12/3/2022,23:25:26,0.108
12/3/2022,23:25:27,0.109
12/3/2022,23:25:28,0.099
12/3/2022,23:25:29,0.096
12/3/2022,23:25:30,0.081
12/3/2022,23:25:31,0.095
12/3/2022,23:25:32,0.075
12/3/2022,23:25:33,0.081
12/3/2022,23:25:34,0.091
12/3/2022,23:25:35,0.122
12/3/2022,23:25:36,0.09
12/3/2022,23:25:37,0.094
12/3/2022,23:25:38,0.088
12/3/2022,23:25:39,0.074
12/3/2022,23:25:40,0.096
12/3/2022,23:25:41,0.099
12/3/2022,23:25:42,0.094
12/3/2022,23:25:43,0.098
12/3/2022,23:25:44,0.083
12/3/2022,23:25:45,0.105
12/3/2022,23:25:46,0.089
12/3/2022,23:25:47,0.111
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,0:24:48,0.068
12/4/2022,0:24:49,0.059
12/4/2022,0:24:50,0.064
12/4/2022,0:24:51,0.076
12/4/2022,0:24:52,0.055
12/4/2022,0:24:53,0.059
12/4/2022,0:24:54,0.086
12/4/2022,0:24:55,0.047
12/4/2022,0:24:56,0.044
12/4/2022,0:24:57,0.039
12/4/2022,0:24:58,0.04
12/4/2022,0:24:59,0.037
12/4/2022,0:25:00,0.042
12/4/2022,0:25:01,0.046
12/4/2022,0:25:02,0.059
12/4/2022,0:25:03,0.07
12/4/2022,0:25:04,0.076
12/4/2022,0:25:05,0.056
12/4/2022,0:25:06,0.064
12/4/2022,0:25:07,0.061
12/4/2022,0:25:08,0.07
12/4/2022,0:25:09,0.068
12/4/2022,0:25:10,0.07
12/4/2022,0:25:11,0.076
12/4/2022,0:25:12,0.051
12/4/2022,0:25:13,0.069
12/4/2022,0:25:14,0.065
12/4/2022,0:25:15,0.05
12/4/2022,0:25:16,0.042
12/4/2022,0:25:17,0.041
12/4/2022,0:25:18,0.037
12/4/2022,0:25:19,0.044
12/4/2022,0:25:20,0.041
12/4/2022,0:25:21,0.047
12/4/2022,0:25:22,0.049
12/4/2022,0:25:23,0.058
12/4/2022,0:25:24,0.057
12/4/2022,0:25:25,0.066
12/4/2022,0:25:26,0.071
12/4/2022,0:25:27,0.063
12/4/2022,0:25:28,0.06
12/4/2022,0:25:29,0.069
12/4/2022,0:25:30,0.054
12/4/2022,0:25:31,0.064
12/4/2022,0:25:32,0.061
12/4/2022,0:25:33,0.078
12/4/2022,0:25:34,0.076
12/4/2022,0:25:35,0.062
12/4/2022,0:25:36,0.082
12/4/2022,0:25:37,0.066
12/4/2022,0:25:38,0.073
12/4/2022,0:25:39,0.053
12/4/2022,0:25:40,0.047
12/4/2022,0:25:41,0.059
12/4/2022,0:25:42,0.043
12/4/2022,0:25:43,0.055
12/4/2022,0:25:44,0.037
12/4/2022,0:25:45,0.043
12/4/2022,0:25:46,0.044
12/4/2022,0:25:47,0.052
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,1:24:48,0.046
12/4/2022,1:24:49,0.037
12/4/2022,1:24:50,0.041
12/4/2022,1:24:51,0.054
12/4/2022,1:24:52,0.054
12/4/2022,1:24:53,0.052
12/4/2022,1:24:54,0.055
12/4/2022,1:24:55,0.049
12/4/2022,1:24:56,0.049
12/4/2022,1:24:57,0.049
12/4/2022,1:24:58,0.059
12/4/2022,1:24:59,0.054
12/4/2022,1:25:00,0.057
12/4/2022,1:25:01,0.054
12/4/2022,1:25:02,0.052
12/4/2022,1:25:03,0.049
12/4/2022,1:25:04,0.06
12/4/2022,1:25:05,0.043
12/4/2022,1:25:06,0.049
12/4/2022,1:25:07,0.05
12/4/2022,1:25:08,0.054
12/4/2022,1:25:09,0.043
12/4/2022,1:25:10,0.051
12/4/2022,1:25:11,0.044
12/4/2022,1:25:12,0.043
12/4/2022,1:25:13,0.051
12/4/2022,1:25:14,0.038
12/4/2022,1:25:15,0.039
12/4/2022,1:25:16,0.041
12/4/2022,1:25:17,0.04
12/4/2022,1:25:18,0.028
12/4/2022,1:25:19,0.039
12/4/2022,1:25:20,0.032
12/4/2022,1:25:21,0.028
12/4/2022,1:25:22,0.045
12/4/2022,1:25:23,0.028
12/4/2022,1:25:24,0.035
12/4/2022,1:25:25,0.032
12/4/2022,1:25:26,0.025
12/4/2022,1:25:27,0.024
12/4/2022,1:25:28,0.033
12/4/2022,1:25:29,0.037
12/4/2022,1:25:30,0.059
12/4/2022,1:25:31,0.043
12/4/2022,1:25:32,0.041
12/4/2022,1:25:33,0.053
12/4/2022,1:25:34,0.041
12/4/2022,1:25:35,0.054
12/4/2022,1:25:36,0.056
12/4/2022,1:25:37,0.056
12/4/2022,1:25:38,0.088
12/4/2022,1:25:39,0.063
12/4/2022,1:25:40,0.048
12/4/2022,1:25:41,0.059
12/4/2022,1:25:42,0.058
12/4/2022,1:25:43,0.05
12/4/2022,1:25:44,0.049
12/4/2022,1:25:45,0.047
12/4/2022,1:25:46,0.044
12/4/2022,1:25:47,0.044
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,2:24:48,0.047
12/4/2022,2:24:49,0.051
12/4/2022,2:24:50,0.039
12/4/2022,2:24:51,0.036
12/4/2022,2:24:52,0.032
12/4/2022,2:24:53,0.02
12/4/2022,2:24:54,0.023
12/4/2022,2:24:55,0.041
12/4/2022,2:24:56,0.027
12/4/2022,2:24:57,0.03
12/4/2022,2:24:58,0.036
12/4/2022,2:24:59,0.031
12/4/2022,2:25:00,0.039
12/4/2022,2:25:01,0.035
12/4/2022,2:25:02,0.042
12/4/2022,2:25:03,0.047
12/4/2022,2:25:04,0.049
12/4/2022,2:25:05,0.049
12/4/2022,2:25:06,0.054
12/4/2022,2:25:07,0.061
12/4/2022,2:25:08,0.045
12/4/2022,2:25:09,0.057
12/4/2022,2:25:10,0.042
12/4/2022,2:25:11,0.041
12/4/2022,2:25:12,0.052
12/4/2022,2:25:13,0.045
12/4/2022,2:25:14,0.039
12/4/2022,2:25:15,0.043
12/4/2022,2:25:16,0.049
12/4/2022,2:25:17,0.032
12/4/2022,2:25:18,0.031
12/4/2022,2:25:19,0.03
12/4/2022,2:25:20,0.028
12/4/2022,2:25:21,0.041
12/4/2022,2:25:22,0.027
12/4/2022,2:25:23,0.026
12/4/2022,2:25:24,0.025
12/4/2022,2:25:25,0.03
12/4/2022,2:25:26,0.025
12/4/2022,2:25:27,0.019
12/4/2022,2:25:28,0.03
12/4/2022,2:25:29,0.025
12/4/2022,2:25:30,0.027
12/4/2022,2:25:31,0.024
12/4/2022,2:25:32,0.041
12/4/2022,2:25:33,0.031
12/4/2022,2:25:34,0.065
12/4/2022,2:25:35,0.031
12/4/2022,2:25:36,0.027
12/4/2022,2:25:37,0.032
12/4/2022,2:25:38,0.029
12/4/2022,2:25:39,0.023
12/4/2022,2:25:40,0.025
12/4/2022,2:25:41,0.025
12/4/2022,2:25:42,0.024
12/4/2022,2:25:43,0.025
12/4/2022,2:25:44,0.031
12/4/2022,2:25:45,0.027
12/4/2022,2:25:46,0.031
12/4/2022,2:25:47,0.024
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,3:24:48,0.036
12/4/2022,3:24:49,0.028
12/4/2022,3:24:50,0.04
12/4/2022,3:24:51,0.037
12/4/2022,3:24:52,0.034
12/4/2022,3:24:53,0.031
12/4/2022,3:24:54,0.039
12/4/2022,3:24:55,0.036
12/4/2022,3:24:56,0.038
12/4/2022,3:24:57,0.037
12/4/2022,3:24:58,0.04
12/4/2022,3:24:59,0.042
12/4/2022,3:25:00,0.056
12/4/2022,3:25:01,0.045
12/4/2022,3:25:02,0.048
12/4/2022,3:25:03,0.054
12/4/2022,3:25:04,0.034
12/4/2022,3:25:05,0.061
12/4/2022,3:25:06,0.041
12/4/2022,3:25:07,0.046
12/4/2022,3:25:08,0.041
12/4/2022,3:25:09,0.048
12/4/2022,3:25:10,0.041
12/4/2022,3:25:11,0.044
12/4/2022,3:25:12,0.037
12/4/2022,3:25:13,0.036
12/4/2022,3:25:14,0.037
12/4/2022,3:25:15,0.054
12/4/2022,3:25:16,0.043
12/4/2022,3:25:17,0.043
12/4/2022,3:25:18,0.044
12/4/2022,3:25:19,0.046
12/4/2022,3:25:20,0.043
12/4/2022,3:25:21,0.038
12/4/2022,3:25:22,0.043
12/4/2022,3:25:23,0.038
12/4/2022,3:25:24,0.035
12/4/2022,3:25:25,0.037
12/4/2022,3:25:26,0.032
12/4/2022,3:25:27,0.049
12/4/2022,3:25:28,0.033
12/4/2022,3:25:29,0.036
12/4/2022,3:25:30,0.033
12/4/2022,3:25:31,0.041
12/4/2022,3:25:32,0.031
12/4/2022,3:25:33,0.027
12/4/2022,3:25:34,0.04
12/4/2022,3:25:35,0.043
12/4/2022,3:25:36,0.035
12/4/2022,3:25:37,0.035
12/4/2022,3:25:38,0.037
12/4/2022,3:25:39,0.037
12/4/2022,3:25:40,0.043
12/4/2022,3:25:41,0.041
12/4/2022,3:25:42,0.037
12/4/2022,3:25:43,0.032
12/4/2022,3:25:44,0.046
12/4/2022,3:25:45,0.044
12/4/2022,3:25:46,0.048
12/4/2022,3:25:47,0.044
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,4:24:49,0.033
12/4/2022,4:24:50,0.031
12/4/2022,4:24:51,0.071
12/4/2022,4:24:52,0.033
12/4/2022,4:24:53,0.032
12/4/2022,4:24:54,0.03
12/4/2022,4:24:55,0.021
12/4/2022,4:24:56,0.022
12/4/2022,4:24:57,0.02
12/4/2022,4:24:58,0.022
12/4/2022,4:24:59,0.018
12/4/2022,4:25:00,0.025
12/4/2022,4:25:01,0.024
12/4/2022,4:25:02,0.022
12/4/2022,4:25:03,0.011
12/4/2022,4:25:04,0.027
12/4/2022,4:25:05,0.022
12/4/2022,4:25:06,0.016
12/4/2022,4:25:07,0.014
12/4/2022,4:25:08,0.044
12/4/2022,4:25:09,0.009
12/4/2022,4:25:10,0.014
12/4/2022,4:25:11,0.02
12/4/2022,4:25:12,0.015
12/4/2022,4:25:13,0.016
12/4/2022,4:25:14,0.014
12/4/2022,4:25:15,0.02
12/4/2022,4:25:16,0.01
12/4/2022,4:25:17,0.014
12/4/2022,4:25:18,0.013
12/4/2022,4:25:19,0.024
12/4/2022,4:25:20,0.023
12/4/2022,4:25:21,0.014
12/4/2022,4:25:22,0.014
12/4/2022,4:25:23,0.013
12/4/2022,4:25:24,0.017
12/4/2022,4:25:25,0.018
12/4/2022,4:25:26,0.018
12/4/2022,4:25:27,0.034
12/4/2022,4:25:28,0.021
12/4/2022,4:25:29,0.019
12/4/2022,4:25:30,0.027
12/4/2022,4:25:31,0.048
12/4/2022,4:25:32,0.024
12/4/2022,4:25:33,0.021
12/4/2022,4:25:34,0.026
12/4/2022,4:25:35,0.029
12/4/2022,4:25:36,0.023
12/4/2022,4:25:37,0.028
12/4/2022,4:25:38,0.031
12/4/2022,4:25:39,0.033
12/4/2022,4:25:40,0.026
12/4/2022,4:25:41,0.027
12/4/2022,4:25:42,0.031
12/4/2022,4:25:43,0.028
12/4/2022,4:25:44,0.023
12/4/2022,4:25:45,0.043
12/4/2022,4:25:46,0.037
12/4/2022,4:25:47,0.035
12/4/2022,4:25:48,0.026
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,5:24:49,0.043
12/4/2022,5:24:50,0.042
12/4/2022,5:24:51,0.039
12/4/2022,5:24:52,0.06
12/4/2022,5:24:53,0.047
12/4/2022,5:24:54,0.039
12/4/2022,5:24:55,0.042
12/4/2022,5:24:56,0.045
12/4/2022,5:24:57,0.047
12/4/2022,5:24:58,0.038
12/4/2022,5:24:59,0.035
12/4/2022,5:25:00,0.038
12/4/2022,5:25:01,0.034
12/4/2022,5:25:02,0.041
12/4/2022,5:25:03,0.036
12/4/2022,5:25:04,0.043
12/4/2022,5:25:05,0.026
12/4/2022,5:25:06,0.03
12/4/2022,5:25:07,0.024
12/4/2022,5:25:08,0.028
12/4/2022,5:25:09,0.016
12/4/2022,5:25:10,0.013
12/4/2022,5:25:11,0.01
12/4/2022,5:25:12,0.052
12/4/2022,5:25:13,0.015
12/4/2022,5:25:14,0.018
12/4/2022,5:25:15,0.021
12/4/2022,5:25:16,0.028
12/4/2022,5:25:17,0.04
12/4/2022,5:25:18,0.039
12/4/2022,5:25:19,0.032
12/4/2022,5:25:20,0.035
12/4/2022,5:25:21,0.036
12/4/2022,5:25:22,0.055
12/4/2022,5:25:23,0.045
12/4/2022,5:25:24,0.036
12/4/2022,5:25:25,0.046
12/4/2022,5:25:26,0.033
12/4/2022,5:25:27,0.026
12/4/2022,5:25:28,0.037
12/4/2022,5:25:29,0.017
12/4/2022,5:25:30,0.019
12/4/2022,5:25:31,0.021
12/4/2022,5:25:32,0.016
12/4/2022,5:25:33,0.01
12/4/2022,5:25:34,0.012
12/4/2022,5:25:35,0.018
12/4/2022,5:25:36,0.027
12/4/2022,5:25:37,0.022
12/4/2022,5:25:38,0.028
12/4/2022,5:25:39,0.032
12/4/2022,5:25:40,0.045
12/4/2022,5:25:41,0.034
12/4/2022,5:25:42,0.042
12/4/2022,5:25:43,0.042
12/4/2022,5:25:44,0.035
12/4/2022,5:25:45,0.047
12/4/2022,5:25:46,0.034
12/4/2022,5:25:47,0.03
12/4/2022,5:25:48,0.026
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,6:24:49,0.017
12/4/2022,6:24:50,0.025
12/4/2022,6:24:51,0.037
12/4/2022,6:24:52,0.023
12/4/2022,6:24:53,0.025
12/4/2022,6:24:54,0.03
12/4/2022,6:24:55,0.025
12/4/2022,6:24:56,0.033
12/4/2022,6:24:57,0.042
12/4/2022,6:24:58,0.031
12/4/2022,6:24:59,0.03
12/4/2022,6:25:00,0.039
12/4/2022,6:25:01,0.038
12/4/2022,6:25:02,0.038
12/4/2022,6:25:03,0.031
12/4/2022,6:25:04,0.034
12/4/2022,6:25:05,0.041
12/4/2022,6:25:06,0.034
12/4/2022,6:25:07,0.041
12/4/2022,6:25:08,0.035
12/4/2022,6:25:09,0.031
12/4/2022,6:25:10,0.033
12/4/2022,6:25:11,0.04
12/4/2022,6:25:12,0.026
12/4/2022,6:25:13,0.034
12/4/2022,6:25:14,0.032
12/4/2022,6:25:15,0.041
12/4/2022,6:25:16,0.029
12/4/2022,6:25:17,0.034
12/4/2022,6:25:18,0.03
12/4/2022,6:25:19,0.031
12/4/2022,6:25:20,0.038
12/4/2022,6:25:21,0.03
12/4/2022,6:25:22,0.035
12/4/2022,6:25:23,0.038
12/4/2022,6:25:24,0.033
12/4/2022,6:25:25,0.031
12/4/2022,6:25:26,0.036
12/4/2022,6:25:27,0.034
12/4/2022,6:25:28,0.03
12/4/2022,6:25:29,0.036
12/4/2022,6:25:30,0.039
12/4/2022,6:25:31,0.044
12/4/2022,6:25:32,0.046
12/4/2022,6:25:33,0.035
12/4/2022,6:25:34,0.031
12/4/2022,6:25:35,0.046
12/4/2022,6:25:36,0.033
12/4/2022,6:25:37,0.032
12/4/2022,6:25:38,0.035
12/4/2022,6:25:39,0.037
12/4/2022,6:25:40,0.037
12/4/2022,6:25:41,0.046
12/4/2022,6:25:42,0.031
12/4/2022,6:25:43,0.038
12/4/2022,6:25:44,0.028
12/4/2022,6:25:45,0.03
12/4/2022,6:25:46,0.034
12/4/2022,6:25:47,0.031
12/4/2022,6:25:48,0.028
Date,Time,MC
MM/dd/yyyy,HH:mm:ss,mg/m³
12/4/2022,7:24:49,0.017
12/4/2022,7:24:50,0.025
12/4/2022,7:24:51,0.023
12/4/2022,7:24:52,0.028
12/4/2022,7:24:53,0.061
12/4/2022,7:24:54,0.027
12/4/2022,7:24:55,0.029
12/4/2022,7:24:56,0.029
12/4/2022,7:24:57,0.034
12/4/2022,7:24:58,0.04
12/4/2022,7:24:59,0.053
12/4/2022,7:25:00,0.039
12/4/2022,7:25:01,0.039
12/4/2022,7:25:02,0.037
12/4/2022,7:25:03,0.029
12/4/2022,7:25:04,0.028
12/4/2022,7:25:05,0.032
12/4/2022,7:25:06,0.024
12/4/2022,7:25:07,0.022
12/4/2022,7:25:08,0.021
12/4/2022,7:25:09,0.019
12/4/2022,7:25:10,0.013
12/4/2022,7:25:11,0.024
12/4/2022,7:25:12,0.011
12/4/2022,7:25:13,0.014
12/4/2022,7:25:14,0.006
12/4/2022,7:25:15,0.01
12/4/2022,7:25:16,0.006
12/4/2022,7:25:17,0.014
12/4/2022,7:25:18,0.006
12/4/2022,7:25:19,0.006
12/4/2022,7:25:20,0.013
